Order_ID,Order_Date,Store_ID,Store_Name,Region,State,City,Product_ID,Product_Name,Product_Category,Beverage_Size,Temperature,Quantity,Unit_Price,Discount,Sales,Cost,Profit,Sales_Channel,Payment_Method,Customer_Type,Promo_Flag,Loyalty_Member,Order_Status,Weather,Daypart
ORD-100241,11/1/2023,DK001,Dunkins Store DK001,West,Washington,Seattle,B012,Mango Refresher,Refreshers,Medium,Iced,2,4.44,0,8.88,2.13,6.75,Delivery,Credit Card,Returning,No,Yes,Completed,Snowy,Morning
ORD-100242,11/18/2024,DK025,Dunkins Store DK025,Midwest,Illinois,Chicago,B008,Black Tea,Tea,Medium,Iced,1,3.06,0,3.06,0.55,2.51,Delivery,Mobile Wallet,Returning,No,No,Completed,Snowy,Morning
ORD-100243,9/8/2023,DK005,Dunkins Store DK005,West,Arizona,Phoenix,B010,Frozen Chocolate,Frozen Drinks,Medium,Frozen,2,6.35,0.1,11.43,3.7,7.73,Drive-Thru,Gift Card,Returning,Yes,No,Completed,Sunny,Morning
ORD-100244,9/30/2024,DK023,Dunkins Store DK023,Northeast,Massachusetts,Boston,B003,Cold Brew,Coffee,Large,Iced,5,4.86,0.2,19.44,5.35,14.09,Drive-Thru,Mobile Wallet,Returning,Yes,Yes,Completed,Cold,Afternoon
ORD-100245,5/10/2023,DK002,Dunkins Store DK002,Midwest,Ohio,Columbus,B009,Frozen Coffee,Frozen Drinks,Large,Frozen,1,6.39,0,6.39,1.55,4.84,In-Store,Gift Card,New,Yes,Yes,Completed,Snowy,Morning
ORD-100246,10/20/2024,DK019,Dunkins Store DK019,Midwest,Indiana,Indianapolis,F001,Glazed Donut,Bakery,NA,NA,1,1.74,0.1,1.57,0.41,1.16,Drive-Thru,Gift Card,New,Yes,Yes,Completed,Rainy,Morning
ORD-100247,3/20/2023,DK011,Dunkins Store DK011,West,Washington,Seattle,B002,Iced Coffee,Coffee,Medium,Iced,2,3.88,0,7.76,1.62,6.14,In-Store,Gift Card,New,No,No,Completed,Snowy,Evening
ORD-100248,7/4/2023,DK007,Dunkins Store DK007,South,Georgia,Atlanta,B002,Iced Coffee,Coffee,Small,Iced,1,3.13,0,0,0,0,Delivery,Cash,New,No,Yes,Cancelled,Snowy,Afternoon
ORD-100249,1/12/2024,DK029,Dunkins Store DK029,West,California,Los Angeles,B007,Matcha Latte,Tea,Small,Iced,1,4.44,0.05,4.22,1.37,2.85,In-Store,Mobile Wallet,Returning,Yes,Yes,Completed,Cold,Evening
ORD-100250,4/13/2024,DK025,Dunkins Store DK025,South,Florida,Miami,F002,Bagel with Cream Cheese,Bakery,NA,NA,5,3.42,0.2,13.68,4.87,-4.41,Mobile App,Credit Card,New,Yes,No,Refunded,Rainy,Morning
ORD-100251,2/2/2024,DK029,Dunkins Store DK029,Midwest,Illinois,Chicago,B009,Frozen Coffee,Frozen Drinks,Medium,Frozen,2,5.55,0.05,10.54,3.25,7.29,Delivery,Cash,New,Yes,No,Completed,Cold,Afternoon
ORD-100252,12/12/2024,DK021,Dunkins Store DK021,Northeast,Massachusetts,Boston,B005,Cappuccino,Espresso,Small,Hot,2,3.99,0,0,0,0,Drive-Thru,Mobile Wallet,New,Yes,Yes,Cancelled,Cold,Evening
ORD-100253,2/2/2024,DK019,Dunkins Store DK019,Midwest,Indiana,Indianapolis,F003,Muffin,Bakery,NA,NA,1,2.93,0,2.93,0.8,2.13,Drive-Thru,Gift Card,Returning,No,No,Completed,Rainy,Afternoon
ORD-100254,4/17/2023,DK030,Dunkins Store DK030,Midwest,Ohio,Columbus,B002,Iced Coffee,Coffee,Large,Iced,3,4.1,0,12.3,2.43,9.87,In-Store,Gift Card,New,No,Yes,Completed,Cloudy,Afternoon
ORD-100255,6/6/2023,DK030,Dunkins Store DK030,Northeast,Massachusetts,Boston,B008,Black Tea,Tea,Small,Iced,3,2.57,0.2,6.17,1.6,4.57,Drive-Thru,Cash,Returning,Yes,Yes,Completed,Sunny,Morning
ORD-100256,8/28/2024,DK019,Dunkins Store DK019,Northeast,Pennsylvania,Philadelphia,F003,Muffin,Bakery,NA,NA,1,3.07,0.15,2.61,0.85,1.76,In-Store,Gift Card,Returning,Yes,No,Completed,Cold,Morning
ORD-100257,8/6/2023,DK009,Dunkins Store DK009,South,Georgia,Atlanta,B002,Iced Coffee,Coffee,Medium,Iced,1,3.48,0.05,3.31,0.81,2.5,In-Store,Debit Card,Returning,Yes,Yes,Completed,Cloudy,Morning
ORD-100258,3/25/2024,DK006,Dunkins Store DK006,Midwest,Illinois,Chicago,B003,Cold Brew,Coffee,Small,Iced,2,3.74,0,7.48,1.94,5.54,Delivery,Credit Card,New,No,No,Completed,Sunny,Evening
ORD-100259,4/2/2024,DK027,Dunkins Store DK027,West,Colorado,Denver,B002,Iced Coffee,Coffee,Medium,Iced,2,3.64,0,7.28,1.57,5.71,Delivery,Credit Card,New,Yes,No,Completed,Cold,Morning
ORD-100260,9/7/2023,DK006,Dunkins Store DK006,South,Georgia,Atlanta,B008,Black Tea,Tea,Small,Hot,4,2.61,0,10.44,2.18,8.26,Drive-Thru,Debit Card,Returning,No,No,Completed,Snowy,Evening
ORD-100261,7/7/2023,DK023,Dunkins Store DK023,South,North Carolina,Charlotte,B005,Cappuccino,Espresso,Medium,Hot,2,4.34,0,8.68,2.38,6.3,Mobile App,Credit Card,New,No,Yes,Completed,Snowy,Evening
ORD-100262,8/24/2023,DK025,Dunkins Store DK025,Midwest,Illinois,Chicago,B004,Latte,Espresso,Small,Hot,1,4.45,0.05,4.23,1.19,3.04,Drive-Thru,Gift Card,New,Yes,No,Completed,Rainy,Evening
ORD-100263,2/23/2023,DK013,Dunkins Store DK013,South,Texas,Dallas,B004,Latte,Espresso,Medium,Hot,1,5.05,0,5.05,1.18,3.87,In-Store,Credit Card,New,No,Yes,Completed,Sunny,Afternoon
ORD-100264,12/12/2024,DK015,Dunkins Store DK015,Northeast,New York,New York,F003,Muffin,Bakery,NA,NA,5,3.2,0.05,15.2,4.06,11.14,Drive-Thru,Cash,Returning,Yes,Yes,Completed,Cloudy,Evening
ORD-100265,5/25/2023,DK022,Dunkins Store DK022,Northeast,New York,New York,F002,Bagel with Cream Cheese,Bakery,NA,NA,1,3.4,0.1,3.06,1,2.06,In-Store,Mobile Wallet,New,Yes,Yes,Completed,Cold,Afternoon
ORD-100266,1/17/2023,DK029,Dunkins Store DK029,Midwest,Michigan,Detroit,B007,Matcha Latte,Tea,Medium,Hot,5,5.15,0,25.75,7,18.75,Drive-Thru,Gift Card,New,No,No,Completed,Snowy,Afternoon
ORD-100267,2/11/2023,DK024,Dunkins Store DK024,Northeast,New York,New York,F002,Bagel with Cream Cheese,Bakery,NA,NA,1,3.39,0.05,3.22,0.91,2.31,Drive-Thru,Gift Card,Returning,Yes,Yes,Completed,Cold,Morning
ORD-100268,4/16/2024,DK028,Dunkins Store DK028,West,Colorado,Denver,B003,Cold Brew,Coffee,Large,Iced,1,4.65,0.15,3.95,1.04,2.91,Mobile App,Debit Card,Returning,Yes,Yes,Completed,Cold,Night
ORD-100269,9/16/2024,DK015,Dunkins Store DK015,Northeast,Massachusetts,Boston,B005,Cappuccino,Espresso,Large,Hot,1,5.1,0,5.1,1.1,4,Delivery,Debit Card,New,No,Yes,Completed,Snowy,Morning
ORD-100270,1/25/2023,DK028,Dunkins Store DK028,South,Texas,Dallas,B003,Cold Brew,Coffee,Small,Iced,1,3.63,0,3.63,0.94,2.69,Mobile App,Credit Card,Returning,No,No,Completed,Rainy,Morning
ORD-100271,11/13/2023,DK003,Dunkins Store DK003,Northeast,New York,New York,B011,Strawberry Refresher,Refreshers,Small,Iced,6,4.22,0.1,22.79,6.29,16.5,Mobile App,Credit Card,New,Yes,Yes,Completed,Rainy,Night
ORD-100272,6/15/2024,DK026,Dunkins Store DK026,West,Washington,Seattle,F001,Glazed Donut,Bakery,NA,NA,1,1.79,0,1.79,0.43,1.36,Delivery,Mobile Wallet,Returning,No,No,Completed,Cold,Morning
ORD-100273,5/6/2023,DK029,Dunkins Store DK029,Northeast,New York,New York,B009,Frozen Coffee,Frozen Drinks,Large,Frozen,1,5.91,0.1,5.32,1.56,-1.88,Mobile App,Gift Card,New,Yes,Yes,Refunded,Cold,Morning
ORD-100274,8/8/2024,DK012,Dunkins Store DK012,Northeast,New Jersey,Jersey City,B006,Americano,Espresso,Small,Iced,3,3.52,0.1,9.5,2.3,7.2,Drive-Thru,Debit Card,New,Yes,No,Completed,Sunny,Morning
ORD-100275,5/13/2024,DK025,Dunkins Store DK025,Midwest,Ohio,Columbus,B007,Matcha Latte,Tea,Medium,Hot,1,5.42,0.05,5.15,1.34,3.81,Mobile App,Gift Card,Returning,Yes,Yes,Completed,Rainy,Morning
ORD-100276,8/21/2023,DK026,Dunkins Store DK026,Northeast,New York,New York,B011,Strawberry Refresher,Refreshers,Large,Iced,3,4.77,0.1,12.88,3.48,9.4,In-Store,Cash,New,Yes,Yes,Completed,Snowy,Evening
ORD-100277,12/21/2023,DK017,Dunkins Store DK017,South,Georgia,Atlanta,B011,Strawberry Refresher,Refreshers,Medium,Iced,3,4.44,0.2,10.66,3.29,7.37,In-Store,Debit Card,New,Yes,Yes,Completed,Cold,Afternoon
ORD-100278,4/3/2024,DK027,Dunkins Store DK027,Northeast,Massachusetts,Boston,B006,Americano,Espresso,Small,Hot,3,3.49,0.15,8.9,2.22,6.68,Drive-Thru,Mobile Wallet,New,Yes,No,Completed,Cloudy,Afternoon
ORD-100279,4/17/2024,DK005,Dunkins Store DK005,Northeast,Pennsylvania,Philadelphia,B006,Americano,Espresso,Large,Hot,1,4.01,0,4.01,0.75,3.26,Delivery,Cash,Returning,Yes,Yes,Completed,Cold,Morning
ORD-100280,10/25/2024,DK013,Dunkins Store DK013,Northeast,Pennsylvania,Philadelphia,B011,Strawberry Refresher,Refreshers,Small,Iced,1,4.08,0.15,3.47,1.04,2.43,Mobile App,Credit Card,New,Yes,Yes,Completed,Cold,Morning
ORD-100281,4/30/2023,DK003,Dunkins Store DK003,Midwest,Illinois,Chicago,B004,Latte,Espresso,Small,Iced,6,4.55,0,27.3,7.33,19.97,Mobile App,Mobile Wallet,Returning,No,Yes,Completed,Cloudy,Morning
ORD-100282,11/2/2024,DK030,Dunkins Store DK030,Midwest,Illinois,Chicago,F001,Glazed Donut,Bakery,NA,NA,1,1.63,0,1.63,0.41,1.22,Drive-Thru,Gift Card,New,No,No,Completed,Cold,Afternoon
ORD-100283,5/27/2023,DK005,Dunkins Store DK005,Northeast,New Jersey,Jersey City,B011,Strawberry Refresher,Refreshers,Large,Iced,2,5.26,0.1,9.47,2.37,7.1,In-Store,Mobile Wallet,Returning,Yes,Yes,Completed,Cloudy,Evening
ORD-100284,2/19/2023,DK006,Dunkins Store DK006,Midwest,Indiana,Indianapolis,B008,Black Tea,Tea,Large,Hot,3,3.49,0,10.47,1.72,8.75,Delivery,Mobile Wallet,Returning,No,Yes,Completed,Rainy,Evening
ORD-100285,4/15/2023,DK001,Dunkins Store DK001,West,Colorado,Denver,F002,Bagel with Cream Cheese,Bakery,NA,NA,4,3.69,0.1,13.28,3.8,9.48,Drive-Thru,Credit Card,New,Yes,Yes,Completed,Snowy,Night
ORD-100286,8/9/2023,DK025,Dunkins Store DK025,Northeast,Pennsylvania,Philadelphia,F003,Muffin,Bakery,NA,NA,3,3.23,0.1,8.72,2.23,6.49,Drive-Thru,Credit Card,Returning,Yes,Yes,Completed,Sunny,Morning
ORD-100287,9/25/2024,DK027,Dunkins Store DK027,West,Washington,Seattle,B002,Iced Coffee,Coffee,Large,Iced,3,4.11,0.15,10.48,2.62,7.86,Delivery,Cash,New,Yes,No,Completed,Cloudy,Morning
ORD-100288,1/5/2024,DK028,Dunkins Store DK028,Northeast,Massachusetts,Boston,B010,Frozen Chocolate,Frozen Drinks,Large,Frozen,5,6.61,0.2,26.44,8.64,17.8,Mobile App,Debit Card,Returning,Yes,Yes,Completed,Cloudy,Afternoon
ORD-100289,6/20/2024,DK004,Dunkins Store DK004,South,Texas,Dallas,B003,Cold Brew,Coffee,Small,Iced,3,3.65,0,10.95,2.85,8.1,Drive-Thru,Mobile Wallet,Returning,No,Yes,Completed,Cloudy,Evening
ORD-100290,5/26/2024,DK009,Dunkins Store DK009,Northeast,Pennsylvania,Philadelphia,B007,Matcha Latte,Tea,Small,Iced,2,4.62,0.2,7.39,2.6,4.79,Delivery,Credit Card,Returning,Yes,No,Completed,Rainy,Afternoon
ORD-100291,8/14/2024,DK018,Dunkins Store DK018,South,North Carolina,Charlotte,B003,Cold Brew,Coffee,Medium,Iced,1,4.16,0,4.16,1.03,3.13,Delivery,Gift Card,Returning,No,Yes,Completed,Snowy,Evening
ORD-100292,12/29/2023,DK025,Dunkins Store DK025,Midwest,Indiana,Indianapolis,B010,Frozen Chocolate,Frozen Drinks,Large,Frozen,1,6.82,0,6.82,1.72,5.1,Drive-Thru,Mobile Wallet,New,No,Yes,Completed,Rainy,Afternoon
ORD-100293,1/10/2023,DK019,Dunkins Store DK019,South,Florida,Miami,B008,Black Tea,Tea,Medium,Iced,1,3.2,0.1,2.88,0.54,2.34,Mobile App,Mobile Wallet,Returning,Yes,Yes,Completed,Cloudy,Night
ORD-100294,5/27/2024,DK015,Dunkins Store DK015,Midwest,Illinois,Chicago,B011,Strawberry Refresher,Refreshers,Medium,Iced,1,4.26,0.15,3.62,1.17,2.45,Drive-Thru,Cash,Returning,Yes,No,Completed,Cold,Evening
ORD-100295,8/23/2023,DK003,Dunkins Store DK003,Midwest,Michigan,Detroit,B010,Frozen Chocolate,Frozen Drinks,Large,Frozen,1,6.24,0,6.24,1.69,-2.27,Drive-Thru,Credit Card,Returning,No,No,Refunded,Snowy,Afternoon
ORD-100296,7/14/2024,DK001,Dunkins Store DK001,South,North Carolina,Charlotte,B002,Iced Coffee,Coffee,Small,Iced,4,3.15,0,12.6,3.19,9.41,Delivery,Cash,Returning,No,No,Completed,Snowy,Morning
ORD-100297,4/3/2024,DK010,Dunkins Store DK010,Northeast,Massachusetts,Boston,B006,Americano,Espresso,Medium,Hot,4,3.76,0.2,12.03,3.26,8.77,Mobile App,Credit Card,New,Yes,Yes,Completed,Cloudy,Morning
ORD-100298,11/24/2023,DK016,Dunkins Store DK016,Northeast,New York,New York,B003,Cold Brew,Coffee,Small,Iced,1,3.84,0.05,3.65,1.04,2.61,Delivery,Gift Card,New,Yes,Yes,Completed,Snowy,Morning
ORD-100299,2/13/2023,DK030,Dunkins Store DK030,South,Florida,Miami,B007,Matcha Latte,Tea,Small,Hot,5,4.88,0.15,20.74,7.34,13.4,In-Store,Mobile Wallet,New,Yes,Yes,Completed,Cold,Night
ORD-100300,8/9/2024,DK008,Dunkins Store DK008,West,Colorado,Denver,B002,Iced Coffee,Coffee,Medium,Iced,2,3.57,0,7.14,1.8,5.34,Mobile App,Mobile Wallet,New,No,Yes,Completed,Cloudy,Night
ORD-100301,9/12/2024,DK030,Dunkins Store DK030,Northeast,New Jersey,Jersey City,B012,Mango Refresher,Refreshers,Medium,Iced,2,4.73,0,9.46,2.36,7.1,Delivery,Debit Card,New,No,Yes,Completed,Rainy,Afternoon
ORD-100302,8/11/2023,DK024,Dunkins Store DK024,South,Florida,Miami,B007,Matcha Latte,Tea,Large,Hot,3,5.3,0,15.9,4.08,11.82,Mobile App,Gift Card,New,Yes,Yes,Completed,Snowy,Evening
ORD-100303,12/4/2023,DK022,Dunkins Store DK022,Midwest,Michigan,Detroit,F003,Muffin,Bakery,NA,NA,1,2.86,0,2.86,0.77,2.09,Drive-Thru,Mobile Wallet,Returning,No,Yes,Completed,Rainy,Evening
ORD-100304,9/10/2024,DK003,Dunkins Store DK003,Northeast,New Jersey,Jersey City,B001,Original Blend Coffee,Coffee,Medium,Hot,1,3.12,0,3.12,0.62,2.5,Mobile App,Mobile Wallet,Returning,No,Yes,Completed,Sunny,Afternoon
ORD-100305,6/22/2024,DK025,Dunkins Store DK025,West,Arizona,Phoenix,B002,Iced Coffee,Coffee,Small,Iced,3,3.11,0,9.33,2.54,6.79,Mobile App,Mobile Wallet,Returning,No,Yes,Completed,Snowy,Afternoon
ORD-100306,3/2/2023,DK023,Dunkins Store DK023,Midwest,Indiana,Indianapolis,F002,Bagel with Cream Cheese,Bakery,NA,NA,3,3.44,0,10.32,2.92,7.4,In-Store,Credit Card,New,No,Yes,Completed,Rainy,Morning
ORD-100307,2/28/2024,DK015,Dunkins Store DK015,West,Colorado,Denver,B010,Frozen Chocolate,Frozen Drinks,Medium,Frozen,2,6.01,0.2,9.62,3.44,6.18,Mobile App,Debit Card,Returning,Yes,No,Completed,Rainy,Morning
ORD-100308,1/6/2024,DK028,Dunkins Store DK028,Northeast,New Jersey,Jersey City,F003,Muffin,Bakery,NA,NA,5,2.99,0,14.95,4.27,10.68,Drive-Thru,Mobile Wallet,New,No,No,Completed,Cloudy,Evening
ORD-100309,3/19/2024,DK020,Dunkins Store DK020,West,Colorado,Denver,B012,Mango Refresher,Refreshers,Small,Iced,3,4.21,0.05,12,3.53,8.47,Mobile App,Debit Card,New,Yes,Yes,Completed,Cold,Morning
ORD-100310,4/13/2024,DK030,Dunkins Store DK030,South,Texas,Dallas,B006,Americano,Espresso,Small,Iced,1,3.53,0.05,3.35,0.72,2.63,Delivery,Cash,Returning,Yes,Yes,Completed,Sunny,Morning
ORD-100311,3/26/2024,DK023,Dunkins Store DK023,Northeast,New Jersey,Jersey City,B006,Americano,Espresso,Small,Hot,1,3.5,0.15,2.98,0.72,-1.13,Drive-Thru,Credit Card,Returning,Yes,Yes,Refunded,Sunny,Morning
ORD-100312,8/9/2023,DK018,Dunkins Store DK018,Midwest,Michigan,Detroit,B009,Frozen Coffee,Frozen Drinks,Large,Frozen,1,6.37,0.15,5.41,1.63,3.78,Mobile App,Cash,Returning,Yes,Yes,Completed,Snowy,Evening
ORD-100313,1/6/2023,DK030,Dunkins Store DK030,West,Arizona,Phoenix,B007,Matcha Latte,Tea,Small,Hot,1,4.47,0,4.47,1.32,3.15,Delivery,Mobile Wallet,New,No,Yes,Completed,Sunny,Afternoon
ORD-100314,3/7/2024,DK025,Dunkins Store DK025,Northeast,Massachusetts,Boston,B007,Matcha Latte,Tea,Large,Iced,1,5.33,0,5.33,1.48,3.85,Drive-Thru,Gift Card,Returning,No,Yes,Completed,Cold,Morning
ORD-100315,1/29/2024,DK021,Dunkins Store DK021,West,California,Los Angeles,B004,Latte,Espresso,Large,Hot,4,5.05,0.05,19.19,4.68,14.51,Mobile App,Gift Card,New,Yes,Yes,Completed,Sunny,Morning
ORD-100316,4/22/2023,DK013,Dunkins Store DK013,South,Florida,Miami,B005,Cappuccino,Espresso,Large,Hot,4,5.07,0.1,18.25,4.72,13.53,In-Store,Debit Card,New,Yes,Yes,Completed,Rainy,Afternoon
ORD-100317,6/17/2024,DK008,Dunkins Store DK008,Midwest,Ohio,Columbus,B004,Latte,Espresso,Medium,Iced,2,4.66,0.15,7.92,2.64,5.28,In-Store,Mobile Wallet,Returning,Yes,No,Completed,Snowy,Afternoon
ORD-100318,7/12/2023,DK019,Dunkins Store DK019,Northeast,Pennsylvania,Philadelphia,B006,Americano,Espresso,Small,Iced,1,3.3,0,3.3,0.78,2.52,Mobile App,Credit Card,New,No,No,Completed,Snowy,Morning
ORD-100319,10/28/2024,DK005,Dunkins Store DK005,West,Washington,Seattle,B009,Frozen Coffee,Frozen Drinks,Medium,Frozen,2,5.55,0,11.1,3.28,7.82,Delivery,Debit Card,Returning,Yes,Yes,Completed,Cloudy,Afternoon
ORD-100320,11/15/2023,DK024,Dunkins Store DK024,Northeast,Massachusetts,Boston,F003,Muffin,Bakery,NA,NA,1,2.95,0,2.95,0.76,2.19,Drive-Thru,Credit Card,New,No,No,Completed,Sunny,Afternoon
ORD-100321,1/10/2023,DK023,Dunkins Store DK023,West,Arizona,Phoenix,F001,Glazed Donut,Bakery,NA,NA,1,1.8,0,1.8,0.41,1.39,In-Store,Gift Card,Returning,No,Yes,Completed,Cloudy,Evening
ORD-100322,5/20/2024,DK009,Dunkins Store DK009,Midwest,Ohio,Columbus,B002,Iced Coffee,Coffee,Large,Iced,4,4.34,0.1,15.62,3.41,12.21,Drive-Thru,Cash,Returning,Yes,Yes,Completed,Cloudy,Afternoon
ORD-100323,7/5/2024,DK007,Dunkins Store DK007,Northeast,Massachusetts,Boston,F002,Bagel with Cream Cheese,Bakery,NA,NA,2,3.66,0.2,5.86,2,3.86,Mobile App,Debit Card,New,Yes,Yes,Completed,Sunny,Morning
ORD-100324,11/22/2023,DK027,Dunkins Store DK027,Northeast,Massachusetts,Boston,B003,Cold Brew,Coffee,Medium,Iced,2,4.41,0.05,8.38,2.02,6.36,Mobile App,Debit Card,New,Yes,Yes,Completed,Rainy,Evening
ORD-100325,4/3/2024,DK029,Dunkins Store DK029,West,Colorado,Denver,B009,Frozen Coffee,Frozen Drinks,Large,Frozen,3,6.34,0,19.02,4.78,14.24,Mobile App,Gift Card,New,Yes,Yes,Completed,Cold,Afternoon
ORD-100326,1/17/2023,DK001,Dunkins Store DK001,Northeast,Pennsylvania,Philadelphia,B006,Americano,Espresso,Small,Hot,1,3.13,0,3.13,0.73,2.4,Delivery,Mobile Wallet,Returning,No,Yes,Completed,Sunny,Afternoon
ORD-100327,4/7/2024,DK010,Dunkins Store DK010,Midwest,Indiana,Indianapolis,B011,Strawberry Refresher,Refreshers,Medium,Iced,1,4.74,0.2,3.79,1.06,-1.36,In-Store,Debit Card,New,Yes,Yes,Refunded,Rainy,Morning
ORD-100328,10/18/2024,DK006,Dunkins Store DK006,Midwest,Indiana,Indianapolis,B011,Strawberry Refresher,Refreshers,Medium,Iced,3,4.46,0,13.38,3.26,10.12,In-Store,Cash,New,No,Yes,Completed,Cloudy,Afternoon
ORD-100329,2/9/2024,DK009,Dunkins Store DK009,West,Colorado,Denver,B008,Black Tea,Tea,Medium,Hot,1,3.2,0,3.2,0.58,2.62,Mobile App,Gift Card,New,Yes,Yes,Completed,Cloudy,Afternoon
ORD-100330,7/25/2023,DK007,Dunkins Store DK007,South,North Carolina,Charlotte,B009,Frozen Coffee,Frozen Drinks,Medium,Frozen,2,5.79,0,11.58,3.41,8.17,Drive-Thru,Credit Card,New,No,Yes,Completed,Snowy,Evening
ORD-100331,9/15/2024,DK024,Dunkins Store DK024,Northeast,New York,New York,F003,Muffin,Bakery,NA,NA,1,2.99,0,2.99,0.76,2.23,Drive-Thru,Debit Card,Returning,No,Yes,Completed,Cloudy,Evening
ORD-100332,10/6/2023,DK008,Dunkins Store DK008,Midwest,Michigan,Detroit,B002,Iced Coffee,Coffee,Medium,Iced,4,3.61,0.15,12.27,3.39,8.88,In-Store,Cash,New,Yes,No,Completed,Snowy,Morning
ORD-100333,8/11/2024,DK008,Dunkins Store DK008,West,Washington,Seattle,F003,Muffin,Bakery,NA,NA,6,2.92,0.15,14.89,5.14,9.75,Mobile App,Debit Card,New,Yes,Yes,Completed,Rainy,Evening
ORD-100334,1/23/2024,DK015,Dunkins Store DK015,South,Texas,Dallas,B007,Matcha Latte,Tea,Medium,Hot,2,5.12,0.2,8.19,2.78,5.41,Delivery,Cash,New,Yes,Yes,Completed,Cloudy,Morning
ORD-100335,9/29/2023,DK006,Dunkins Store DK006,South,Florida,Miami,B006,Americano,Espresso,Medium,Hot,2,3.97,0.2,0,0,0,In-Store,Credit Card,Returning,Yes,Yes,Cancelled,Cold,Morning
ORD-100336,12/31/2023,DK011,Dunkins Store DK011,West,California,Los Angeles,B006,Americano,Espresso,Medium,Hot,3,3.84,0,11.52,2.32,9.2,Mobile App,Gift Card,New,No,Yes,Completed,Sunny,Morning
ORD-100337,10/8/2024,DK020,Dunkins Store DK020,West,Washington,Seattle,B011,Strawberry Refresher,Refreshers,Small,Iced,2,3.97,0,0,0,0,In-Store,Cash,New,No,No,Cancelled,Rainy,Afternoon
ORD-100338,8/31/2023,DK029,Dunkins Store DK029,Midwest,Illinois,Chicago,F001,Glazed Donut,Bakery,NA,NA,1,1.61,0,1.61,0.46,1.15,Mobile App,Cash,New,No,Yes,Completed,Rainy,Morning
ORD-100339,1/31/2024,DK019,Dunkins Store DK019,Midwest,Indiana,Indianapolis,B006,Americano,Espresso,Medium,Hot,4,4.03,0,16.12,3.1,13.02,In-Store,Debit Card,New,No,Yes,Completed,Rainy,Evening
ORD-100340,12/6/2024,DK026,Dunkins Store DK026,Midwest,Illinois,Chicago,B003,Cold Brew,Coffee,Medium,Iced,1,4.08,0,4.08,0.95,3.13,Drive-Thru,Debit Card,New,No,Yes,Completed,Cold,Morning
ORD-100341,6/12/2024,DK010,Dunkins Store DK010,West,Colorado,Denver,B008,Black Tea,Tea,Medium,Hot,3,3.11,0.2,7.46,1.68,5.78,Mobile App,Gift Card,Returning,Yes,No,Completed,Cold,Morning
ORD-100342,3/24/2023,DK017,Dunkins Store DK017,Midwest,Michigan,Detroit,F002,Bagel with Cream Cheese,Bakery,NA,NA,1,3.39,0,3.39,0.97,2.42,In-Store,Debit Card,New,Yes,No,Completed,Cloudy,Evening
ORD-100343,9/24/2023,DK023,Dunkins Store DK023,Northeast,New York,New York,B004,Latte,Espresso,Medium,Hot,1,5.06,0,5.06,1.32,3.74,In-Store,Debit Card,New,No,No,Completed,Cloudy,Afternoon
ORD-100344,5/10/2024,DK017,Dunkins Store DK017,Northeast,New York,New York,F003,Muffin,Bakery,NA,NA,1,2.95,0.2,2.36,0.8,1.56,In-Store,Gift Card,Returning,Yes,Yes,Completed,Snowy,Morning
ORD-100345,12/28/2023,DK015,Dunkins Store DK015,Northeast,Massachusetts,Boston,B005,Cappuccino,Espresso,Large,Hot,1,4.93,0,4.93,1.16,3.77,Mobile App,Credit Card,Returning,No,Yes,Completed,Cloudy,Afternoon
ORD-100346,11/27/2023,DK023,Dunkins Store DK023,West,Colorado,Denver,F002,Bagel with Cream Cheese,Bakery,NA,NA,1,3.7,0,3.7,1.03,2.67,Drive-Thru,Credit Card,New,Yes,No,Completed,Cloudy,Afternoon
ORD-100347,10/7/2023,DK030,Dunkins Store DK030,West,California,Los Angeles,B006,Americano,Espresso,Small,Iced,2,3.52,0,7.04,1.45,5.59,Mobile App,Debit Card,New,No,No,Completed,Cloudy,Morning
ORD-100348,8/15/2023,DK016,Dunkins Store DK016,Midwest,Michigan,Detroit,F002,Bagel with Cream Cheese,Bakery,NA,NA,2,3.75,0,7.5,1.96,5.54,In-Store,Cash,New,No,Yes,Completed,Cold,Afternoon
ORD-100349,11/9/2023,DK010,Dunkins Store DK010,South,North Carolina,Charlotte,F003,Muffin,Bakery,NA,NA,3,2.83,0,8.49,2.46,6.03,Drive-Thru,Cash,Returning,No,Yes,Completed,Sunny,Morning
ORD-100350,5/13/2024,DK016,Dunkins Store DK016,Midwest,Indiana,Indianapolis,B006,Americano,Espresso,Large,Iced,3,4.49,0,13.47,2.16,11.31,In-Store,Credit Card,Returning,No,No,Completed,Snowy,Evening
ORD-100351,4/6/2023,DK016,Dunkins Store DK016,Midwest,Indiana,Indianapolis,B011,Strawberry Refresher,Refreshers,Small,Iced,3,3.95,0,11.85,3.39,8.46,Delivery,Credit Card,Returning,No,No,Completed,Sunny,Morning
ORD-100352,11/20/2023,DK014,Dunkins Store DK014,West,Colorado,Denver,B010,Frozen Chocolate,Frozen Drinks,Medium,Frozen,1,6.31,0,6.31,1.74,4.57,Delivery,Mobile Wallet,Returning,No,Yes,Completed,Cold,Morning
ORD-100353,2/14/2024,DK009,Dunkins Store DK009,South,Texas,Dallas,B009,Frozen Coffee,Frozen Drinks,Large,Frozen,3,6.65,0.2,15.96,5.08,10.88,Mobile App,Gift Card,Returning,Yes,No,Completed,Cloudy,Evening
